Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
-0.7227965, 2020-2039, bcc_csm1_1, Jan Average, Afghanistan, AFG
1.7889252, 2020-2039, bcc_csm1_1, Feb Average, Afghanistan, AFG
6.6479325, 2020-2039, bcc_csm1_1, Mar Average, Afghanistan, AFG
13.529653, 2020-2039, bcc_csm1_1, Apr Average, Afghanistan, AFG
18.811602, 2020-2039, bcc_csm1_1, May Average, Afghanistan, AFG
25.430595, 2020-2039, bcc_csm1_1, Jun Average, Afghanistan, AFG
28.008215, 2020-2039, bcc_csm1_1, Jul Average, Afghanistan, AFG
26.263004, 2020-2039, bcc_csm1_1, Aug Average, Afghanistan, AFG
21.933239, 2020-2039, bcc_csm1_1, Sep Average, Afghanistan, AFG
14.529192, 2020-2039, bcc_csm1_1, Oct Average, Afghanistan, AFG
6.011912, 2020-2039, bcc_csm1_1, Nov Average, Afghanistan, AFG
1.4148505, 2020-2039, bcc_csm1_1, Dec Average, Afghanistan, AFG
0.22384045, 2020-2039, bcc_csm1_1_m, Jan Average, Afghanistan, AFG
1.4957153, 2020-2039, bcc_csm1_1_m, Feb Average, Afghanistan, AFG
6.7295327, 2020-2039, bcc_csm1_1_m, Mar Average, Afghanistan, AFG
13.726008, 2020-2039, bcc_csm1_1_m, Apr Average, Afghanistan, AFG
20.375423, 2020-2039, bcc_csm1_1_m, May Average, Afghanistan, AFG
26.20627, 2020-2039, bcc_csm1_1_m, Jun Average, Afghanistan, AFG
28.27889, 2020-2039, bcc_csm1_1_m, Jul Average, Afghanistan, AFG
27.073528, 2020-2039, bcc_csm1_1_m, Aug Average, Afghanistan, AFG
21.73857, 2020-2039, bcc_csm1_1_m, Sep Average, Afghanistan, AFG
14.624375, 2020-2039, bcc_csm1_1_m, Oct Average, Afghanistan, AFG
8.170154, 2020-2039, bcc_csm1_1_m, Nov Average, Afghanistan, AFG
1.6176475, 2020-2039, bcc_csm1_1_m, Dec Average, Afghanistan, AFG
0.43487096, 2020-2039, ccsm4, Jan Average, Afghanistan, AFG
2.2194707, 2020-2039, ccsm4, Feb Average, Afghanistan, AFG
7.1716943, 2020-2039, ccsm4, Mar Average, Afghanistan, AFG
14.240496, 2020-2039, ccsm4, Apr Average, Afghanistan, AFG
20.766869, 2020-2039, ccsm4, May Average, Afghanistan, AFG
26.220325, 2020-2039, ccsm4, Jun Average, Afghanistan, AFG
27.703423, 2020-2039, ccsm4, Jul Average, Afghanistan, AFG
27.227215, 2020-2039, ccsm4, Aug Average, Afghanistan, AFG
21.758528, 2020-2039, ccsm4, Sep Average, Afghanistan, AFG
14.408291, 2020-2039, ccsm4, Oct Average, Afghanistan, AFG
7.5988345, 2020-2039, ccsm4, Nov Average, Afghanistan, AFG
1.6620219, 2020-2039, ccsm4, Dec Average, Afghanistan, AFG
0.04617884, 2020-2039, cesm1_cam5, Jan Average, Afghanistan, AFG
2.0628848, 2020-2039, cesm1_cam5, Feb Average, Afghanistan, AFG
8.358626, 2020-2039, cesm1_cam5, Mar Average, Afghanistan, AFG
14.869857, 2020-2039, cesm1_cam5, Apr Average, Afghanistan, AFG
21.536196, 2020-2039, cesm1_cam5, May Average, Afghanistan, AFG
26.95854, 2020-2039, cesm1_cam5, Jun Average, Afghanistan, AFG
28.8733, 2020-2039, cesm1_cam5, Jul Average, Afghanistan, AFG
27.415058, 2020-2039, cesm1_cam5, Aug Average, Afghanistan, AFG
22.871906, 2020-2039, cesm1_cam5, Sep Average, Afghanistan, AFG
15.901686, 2020-2039, cesm1_cam5, Oct Average, Afghanistan, AFG
8.350527, 2020-2039, cesm1_cam5, Nov Average, Afghanistan, AFG
2.3035257, 2020-2039, cesm1_cam5, Dec Average, Afghanistan, AFG
-1.7216802, 2020-2039, csiro_mk3_6_0, Jan Average, Afghanistan, AFG
2.0007155, 2020-2039, csiro_mk3_6_0, Feb Average, Afghanistan, AFG
8.176042, 2020-2039, csiro_mk3_6_0, Mar Average, Afghanistan, AFG
13.271111, 2020-2039, csiro_mk3_6_0, Apr Average, Afghanistan, AFG
20.223139, 2020-2039, csiro_mk3_6_0, May Average, Afghanistan, AFG
24.870333, 2020-2039, csiro_mk3_6_0, Jun Average, Afghanistan, AFG
26.6067, 2020-2039, csiro_mk3_6_0, Jul Average, Afghanistan, AFG
24.393518, 2020-2039, csiro_mk3_6_0, Aug Average, Afghanistan, AFG
19.287727, 2020-2039, csiro_mk3_6_0, Sep Average, Afghanistan, AFG
12.860768, 2020-2039, csiro_mk3_6_0, Oct Average, Afghanistan, AFG
5.424642, 2020-2039, csiro_mk3_6_0, Nov Average, Afghanistan, AFG
-0.9129006, 2020-2039, csiro_mk3_6_0, Dec Average, Afghanistan, AFG
2.3627608, 2020-2039, fio_esm, Jan Average, Afghanistan, AFG
4.395337, 2020-2039, fio_esm, Feb Average, Afghanistan, AFG
9.015149, 2020-2039, fio_esm, Mar Average, Afghanistan, AFG
14.509271, 2020-2039, fio_esm, Apr Average, Afghanistan, AFG
19.866753, 2020-2039, fio_esm, May Average, Afghanistan, AFG
25.536894, 2020-2039, fio_esm, Jun Average, Afghanistan, AFG
28.03789, 2020-2039, fio_esm, Jul Average, Afghanistan, AFG
26.247068, 2020-2039, fio_esm, Aug Average, Afghanistan, AFG
21.229244, 2020-2039, fio_esm, Sep Average, Afghanistan, AFG
15.277703, 2020-2039, fio_esm, Oct Average, Afghanistan, AFG
9.427002, 2020-2039, fio_esm, Nov Average, Afghanistan, AFG
3.5773835, 2020-2039, fio_esm, Dec Average, Afghanistan, AFG
-1.0189743, 2020-2039, gfdl_cm3, Jan Average, Afghanistan, AFG
0.19412489, 2020-2039, gfdl_cm3, Feb Average, Afghanistan, AFG
5.8957996, 2020-2039, gfdl_cm3, Mar Average, Afghanistan, AFG
11.97007, 2020-2039, gfdl_cm3, Apr Average, Afghanistan, AFG
18.37513, 2020-2039, gfdl_cm3, May Average, Afghanistan, AFG
24.217018, 2020-2039, gfdl_cm3, Jun Average, Afghanistan, AFG
27.209948, 2020-2039, gfdl_cm3, Jul Average, Afghanistan, AFG
26.278238, 2020-2039, gfdl_cm3, Aug Average, Afghanistan, AFG
21.426441, 2020-2039, gfdl_cm3, Sep Average, Afghanistan, AFG
15.01079, 2020-2039, gfdl_cm3, Oct Average, Afghanistan, AFG
6.5014706, 2020-2039, gfdl_cm3, Nov Average, Afghanistan, AFG
1.1039299, 2020-2039, gfdl_cm3, Dec Average, Afghanistan, AFG
0.102066725, 2020-2039, gfdl_esm2m, Jan Average, Afghanistan, AFG
1.7393558, 2020-2039, gfdl_esm2m, Feb Average, Afghanistan, AFG
7.6775856, 2020-2039, gfdl_esm2m, Mar Average, Afghanistan, AFG
12.735993, 2020-2039, gfdl_esm2m, Apr Average, Afghanistan, AFG
19.722265, 2020-2039, gfdl_esm2m, May Average, Afghanistan, AFG
26.30648, 2020-2039, gfdl_esm2m, Jun Average, Afghanistan, AFG
28.104118, 2020-2039, gfdl_esm2m, Jul Average, Afghanistan, AFG
26.596989, 2020-2039, gfdl_esm2m, Aug Average, Afghanistan, AFG
22.541407, 2020-2039, gfdl_esm2m, Sep Average, Afghanistan, AFG
14.234549, 2020-2039, gfdl_esm2m, Oct Average, Afghanistan, AFG
5.8363147, 2020-2039, gfdl_esm2m, Nov Average, Afghanistan, AFG
0.70255023, 2020-2039, gfdl_esm2m, Dec Average, Afghanistan, AFG
2.9916215, 2020-2039, giss_e2_h, Jan Average, Afghanistan, AFG
6.3326845, 2020-2039, giss_e2_h, Feb Average, Afghanistan, AFG
10.659557, 2020-2039, giss_e2_h, Mar Average, Afghanistan, AFG
14.704056, 2020-2039, giss_e2_h, Apr Average, Afghanistan, AFG
19.381344, 2020-2039, giss_e2_h, May Average, Afghanistan, AFG
22.159878, 2020-2039, giss_e2_h, Jun Average, Afghanistan, AFG
22.832186, 2020-2039, giss_e2_h, Jul Average, Afghanistan, AFG
22.171358, 2020-2039, giss_e2_h, Aug Average, Afghanistan, AFG
19.17513, 2020-2039, giss_e2_h, Sep Average, Afghanistan, AFG
15.268808, 2020-2039, giss_e2_h, Oct Average, Afghanistan, AFG
9.424781, 2020-2039, giss_e2_h, Nov Average, Afghanistan, AFG
4.246605, 2020-2039, giss_e2_h, Dec Average, Afghanistan, AFG
4.046835, 2020-2039, giss_e2_r, Jan Average, Afghanistan, AFG
5.3966637, 2020-2039, giss_e2_r, Feb Average, Afghanistan, AFG
9.597183, 2020-2039, giss_e2_r, Mar Average, Afghanistan, AFG
14.205069, 2020-2039, giss_e2_r, Apr Average, Afghanistan, AFG
18.370785, 2020-2039, giss_e2_r, May Average, Afghanistan, AFG
21.394335, 2020-2039, giss_e2_r, Jun Average, Afghanistan, AFG
21.958773, 2020-2039, giss_e2_r, Jul Average, Afghanistan, AFG
21.304092, 2020-2039, giss_e2_r, Aug Average, Afghanistan, AFG
18.719751, 2020-2039, giss_e2_r, Sep Average, Afghanistan, AFG
14.905948, 2020-2039, giss_e2_r, Oct Average, Afghanistan, AFG
8.626536, 2020-2039, giss_e2_r, Nov Average, Afghanistan, AFG
4.427515, 2020-2039, giss_e2_r, Dec Average, Afghanistan, AFG
-0.1093775, 2020-2039, ipsl_cm5a_mr, Jan Average, Afghanistan, AFG
2.8049521, 2020-2039, ipsl_cm5a_mr, Feb Average, Afghanistan, AFG
8.62697, 2020-2039, ipsl_cm5a_mr, Mar Average, Afghanistan, AFG
14.152898, 2020-2039, ipsl_cm5a_mr, Apr Average, Afghanistan, AFG
19.28551, 2020-2039, ipsl_cm5a_mr, May Average, Afghanistan, AFG
23.46244, 2020-2039, ipsl_cm5a_mr, Jun Average, Afghanistan, AFG
26.220638, 2020-2039, ipsl_cm5a_mr, Jul Average, Afghanistan, AFG
26.228262, 2020-2039, ipsl_cm5a_mr, Aug Average, Afghanistan, AFG
20.75246, 2020-2039, ipsl_cm5a_mr, Sep Average, Afghanistan, AFG
13.819069, 2020-2039, ipsl_cm5a_mr, Oct Average, Afghanistan, AFG
7.3811345, 2020-2039, ipsl_cm5a_mr, Nov Average, Afghanistan, AFG
1.7303094, 2020-2039, ipsl_cm5a_mr, Dec Average, Afghanistan, AFG
4.545784, 2020-2039, miroc_esm, Jan Average, Afghanistan, AFG
7.395264, 2020-2039, miroc_esm, Feb Average, Afghanistan, AFG
12.402123, 2020-2039, miroc_esm, Mar Average, Afghanistan, AFG
17.314293, 2020-2039, miroc_esm, Apr Average, Afghanistan, AFG
22.660833, 2020-2039, miroc_esm, May Average, Afghanistan, AFG
28.649096, 2020-2039, miroc_esm, Jun Average, Afghanistan, AFG
31.005507, 2020-2039, miroc_esm, Jul Average, Afghanistan, AFG
30.012325, 2020-2039, miroc_esm, Aug Average, Afghanistan, AFG
25.41582, 2020-2039, miroc_esm, Sep Average, Afghanistan, AFG
17.497538, 2020-2039, miroc_esm, Oct Average, Afghanistan, AFG
9.172711, 2020-2039, miroc_esm, Nov Average, Afghanistan, AFG
5.4891376, 2020-2039, miroc_esm, Dec Average, Afghanistan, AFG
4.7776146, 2020-2039, miroc_esm_chem, Jan Average, Afghanistan, AFG
6.7114396, 2020-2039, miroc_esm_chem, Feb Average, Afghanistan, AFG
12.568733, 2020-2039, miroc_esm_chem, Mar Average, Afghanistan, AFG
17.669603, 2020-2039, miroc_esm_chem, Apr Average, Afghanistan, AFG
23.099712, 2020-2039, miroc_esm_chem, May Average, Afghanistan, AFG
28.780262, 2020-2039, miroc_esm_chem, Jun Average, Afghanistan, AFG
31.14474, 2020-2039, miroc_esm_chem, Jul Average, Afghanistan, AFG
30.409729, 2020-2039, miroc_esm_chem, Aug Average, Afghanistan, AFG
25.792946, 2020-2039, miroc_esm_chem, Sep Average, Afghanistan, AFG
18.03141, 2020-2039, miroc_esm_chem, Oct Average, Afghanistan, AFG
10.24374, 2020-2039, miroc_esm_chem, Nov Average, Afghanistan, AFG
5.785214, 2020-2039, miroc_esm_chem, Dec Average, Afghanistan, AFG
2.5381124, 2020-2039, miroc5, Jan Average, Afghanistan, AFG
5.3837714, 2020-2039, miroc5, Feb Average, Afghanistan, AFG
10.83763, 2020-2039, miroc5, Mar Average, Afghanistan, AFG
16.597317, 2020-2039, miroc5, Apr Average, Afghanistan, AFG
22.01988, 2020-2039, miroc5, May Average, Afghanistan, AFG
27.38857, 2020-2039, miroc5, Jun Average, Afghanistan, AFG
29.966702, 2020-2039, miroc5, Jul Average, Afghanistan, AFG
28.604763, 2020-2039, miroc5, Aug Average, Afghanistan, AFG
24.44675, 2020-2039, miroc5, Sep Average, Afghanistan, AFG
17.834677, 2020-2039, miroc5, Oct Average, Afghanistan, AFG
10.409405, 2020-2039, miroc5, Nov Average, Afghanistan, AFG
5.024554, 2020-2039, miroc5, Dec Average, Afghanistan, AFG
-2.7658787, 2020-2039, mri_cgcm3, Jan Average, Afghanistan, AFG
-0.20057033, 2020-2039, mri_cgcm3, Feb Average, Afghanistan, AFG
4.9250436, 2020-2039, mri_cgcm3, Mar Average, Afghanistan, AFG
11.121426, 2020-2039, mri_cgcm3, Apr Average, Afghanistan, AFG
16.762703, 2020-2039, mri_cgcm3, May Average, Afghanistan, AFG
22.474155, 2020-2039, mri_cgcm3, Jun Average, Afghanistan, AFG
25.879288, 2020-2039, mri_cgcm3, Jul Average, Afghanistan, AFG
24.012548, 2020-2039, mri_cgcm3, Aug Average, Afghanistan, AFG
18.332273, 2020-2039, mri_cgcm3, Sep Average, Afghanistan, AFG
11.584556, 2020-2039, mri_cgcm3, Oct Average, Afghanistan, AFG
4.391806, 2020-2039, mri_cgcm3, Nov Average, Afghanistan, AFG
-1.3557265, 2020-2039, mri_cgcm3, Dec Average, Afghanistan, AFG
-0.07373123, 2020-2039, noresm1_m, Jan Average, Afghanistan, AFG
2.312207, 2020-2039, noresm1_m, Feb Average, Afghanistan, AFG
7.273078, 2020-2039, noresm1_m, Mar Average, Afghanistan, AFG
14.353851, 2020-2039, noresm1_m, Apr Average, Afghanistan, AFG
20.165844, 2020-2039, noresm1_m, May Average, Afghanistan, AFG
25.361431, 2020-2039, noresm1_m, Jun Average, Afghanistan, AFG
27.130974, 2020-2039, noresm1_m, Jul Average, Afghanistan, AFG
25.757683, 2020-2039, noresm1_m, Aug Average, Afghanistan, AFG
20.031008, 2020-2039, noresm1_m, Sep Average, Afghanistan, AFG
13.468897, 2020-2039, noresm1_m, Oct Average, Afghanistan, AFG
6.666966, 2020-2039, noresm1_m, Nov Average, Afghanistan, AFG
0.95642394, 2020-2039, noresm1_m, Dec Average, Afghanistan, AFG
9.452476, 2020-2039, bcc_csm1_1, Jan Average, Albania, ALB
9.015569, 2020-2039, bcc_csm1_1, Feb Average, Albania, ALB
10.44588, 2020-2039, bcc_csm1_1, Mar Average, Albania, ALB
13.013782, 2020-2039, bcc_csm1_1, Apr Average, Albania, ALB
16.340656, 2020-2039, bcc_csm1_1, May Average, Albania, ALB
22.725325, 2020-2039, bcc_csm1_1, Jun Average, Albania, ALB
26.143106, 2020-2039, bcc_csm1_1, Jul Average, Albania, ALB
25.68146, 2020-2039, bcc_csm1_1, Aug Average, Albania, ALB
21.75174, 2020-2039, bcc_csm1_1, Sep Average, Albania, ALB
17.759336, 2020-2039, bcc_csm1_1, Oct Average, Albania, ALB
13.893813, 2020-2039, bcc_csm1_1, Nov Average, Albania, ALB
11.186378, 2020-2039, bcc_csm1_1, Dec Average, Albania, ALB
9.918074, 2020-2039, bcc_csm1_1_m, Jan Average, Albania, ALB
9.256283, 2020-2039, bcc_csm1_1_m, Feb Average, Albania, ALB
11.194647, 2020-2039, bcc_csm1_1_m, Mar Average, Albania, ALB
13.875723, 2020-2039, bcc_csm1_1_m, Apr Average, Albania, ALB
17.819931, 2020-2039, bcc_csm1_1_m, May Average, Albania, ALB
23.213526, 2020-2039, bcc_csm1_1_m, Jun Average, Albania, ALB
26.595686, 2020-2039, bcc_csm1_1_m, Jul Average, Albania, ALB
26.133694, 2020-2039, bcc_csm1_1_m, Aug Average, Albania, ALB
22.20256, 2020-2039, bcc_csm1_1_m, Sep Average, Albania, ALB
17.673468, 2020-2039, bcc_csm1_1_m, Oct Average, Albania, ALB
13.640126, 2020-2039, bcc_csm1_1_m, Nov Average, Albania, ALB
11.133748, 2020-2039, bcc_csm1_1_m, Dec Average, Albania, ALB
9.364304, 2020-2039, ccsm4, Jan Average, Albania, ALB
9.500832, 2020-2039, ccsm4, Feb Average, Albania, ALB
10.642334, 2020-2039, ccsm4, Mar Average, Albania, ALB
13.431233, 2020-2039, ccsm4, Apr Average, Albania, ALB
17.53993, 2020-2039, ccsm4, May Average, Albania, ALB
22.375982, 2020-2039, ccsm4, Jun Average, Albania, ALB
27.175783, 2020-2039, ccsm4, Jul Average, Albania, ALB
27.455587, 2020-2039, ccsm4, Aug Average, Albania, ALB
22.494345, 2020-2039, ccsm4, Sep Average, Albania, ALB
16.895649, 2020-2039, ccsm4, Oct Average, Albania, ALB
13.210088, 2020-2039, ccsm4, Nov Average, Albania, ALB
10.401694, 2020-2039, ccsm4, Dec Average, Albania, ALB
8.020123, 2020-2039, cesm1_cam5, Jan Average, Albania, ALB
8.741258, 2020-2039, cesm1_cam5, Feb Average, Albania, ALB
10.566115, 2020-2039, cesm1_cam5, Mar Average, Albania, ALB
13.396467, 2020-2039, cesm1_cam5, Apr Average, Albania, ALB
17.750608, 2020-2039, cesm1_cam5, May Average, Albania, ALB
22.796213, 2020-2039, cesm1_cam5, Jun Average, Albania, ALB
26.37189, 2020-2039, cesm1_cam5, Jul Average, Albania, ALB
26.800684, 2020-2039, cesm1_cam5, Aug Average, Albania, ALB
22.591307, 2020-2039, cesm1_cam5, Sep Average, Albania, ALB
16.779146, 2020-2039, cesm1_cam5, Oct Average, Albania, ALB
13.189096, 2020-2039, cesm1_cam5, Nov Average, Albania, ALB
9.648985, 2020-2039, cesm1_cam5, Dec Average, Albania, ALB
10.6144905, 2020-2039, csiro_mk3_6_0, Jan Average, Albania, ALB
10.574595, 2020-2039, csiro_mk3_6_0, Feb Average, Albania, ALB
11.722846, 2020-2039, csiro_mk3_6_0, Mar Average, Albania, ALB
14.012851, 2020-2039, csiro_mk3_6_0, Apr Average, Albania, ALB
18.142143, 2020-2039, csiro_mk3_6_0, May Average, Albania, ALB
22.44744, 2020-2039, csiro_mk3_6_0, Jun Average, Albania, ALB
25.283768, 2020-2039, csiro_mk3_6_0, Jul Average, Albania, ALB
24.546799, 2020-2039, csiro_mk3_6_0, Aug Average, Albania, ALB
21.174145, 2020-2039, csiro_mk3_6_0, Sep Average, Albania, ALB
16.698997, 2020-2039, csiro_mk3_6_0, Oct Average, Albania, ALB
12.72212, 2020-2039, csiro_mk3_6_0, Nov Average, Albania, ALB
11.127127, 2020-2039, csiro_mk3_6_0, Dec Average, Albania, ALB
9.539645, 2020-2039, fio_esm, Jan Average, Albania, ALB
9.711041, 2020-2039, fio_esm, Feb Average, Albania, ALB
11.154509, 2020-2039, fio_esm, Mar Average, Albania, ALB
13.993588, 2020-2039, fio_esm, Apr Average, Albania, ALB
17.875446, 2020-2039, fio_esm, May Average, Albania, ALB
21.894379, 2020-2039, fio_esm, Jun Average, Albania, ALB
24.823427, 2020-2039, fio_esm, Jul Average, Albania, ALB
24.726797, 2020-2039, fio_esm, Aug Average, Albania, ALB
21.38661, 2020-2039, fio_esm, Sep Average, Albania, ALB
17.273272, 2020-2039, fio_esm, Oct Average, Albania, ALB
14.12998, 2020-2039, fio_esm, Nov Average, Albania, ALB
11.244323, 2020-2039, fio_esm, Dec Average, Albania, ALB
6.4911113, 2020-2039, gfdl_cm3, Jan Average, Albania, ALB
7.1991315, 2020-2039, gfdl_cm3, Feb Average, Albania, ALB
9.516244, 2020-2039, gfdl_cm3, Mar Average, Albania, ALB
12.91181, 2020-2039, gfdl_cm3, Apr Average, Albania, ALB
16.585623, 2020-2039, gfdl_cm3, May Average, Albania, ALB
20.857428, 2020-2039, gfdl_cm3, Jun Average, Albania, ALB
25.348978, 2020-2039, gfdl_cm3, Jul Average, Albania, ALB
26.696, 2020-2039, gfdl_cm3, Aug Average, Albania, ALB
22.382559, 2020-2039, gfdl_cm3, Sep Average, Albania, ALB
16.385048, 2020-2039, gfdl_cm3, Oct Average, Albania, ALB
11.6753, 2020-2039, gfdl_cm3, Nov Average, Albania, ALB
9.24587, 2020-2039, gfdl_cm3, Dec Average, Albania, ALB
8.494566, 2020-2039, gfdl_esm2m, Jan Average, Albania, ALB
9.010612, 2020-2039, gfdl_esm2m, Feb Average, Albania, ALB
9.615729, 2020-2039, gfdl_esm2m, Mar Average, Albania, ALB
13.479315, 2020-2039, gfdl_esm2m, Apr Average, Albania, ALB
16.966297, 2020-2039, gfdl_esm2m, May Average, Albania, ALB
20.864683, 2020-2039, gfdl_esm2m, Jun Average, Albania, ALB
24.457771, 2020-2039, gfdl_esm2m, Jul Average, Albania, ALB
24.484148, 2020-2039, gfdl_esm2m, Aug Average, Albania, ALB
20.418736, 2020-2039, gfdl_esm2m, Sep Average, Albania, ALB
15.94502, 2020-2039, gfdl_esm2m, Oct Average, Albania, ALB
12.294858, 2020-2039, gfdl_esm2m, Nov Average, Albania, ALB
9.943663, 2020-2039, gfdl_esm2m, Dec Average, Albania, ALB
11.016746, 2020-2039, giss_e2_h, Jan Average, Albania, ALB
11.288521, 2020-2039, giss_e2_h, Feb Average, Albania, ALB
12.292025, 2020-2039, giss_e2_h, Mar Average, Albania, ALB
14.603275, 2020-2039, giss_e2_h, Apr Average, Albania, ALB
17.430344, 2020-2039, giss_e2_h, May Average, Albania, ALB
19.65619, 2020-2039, giss_e2_h, Jun Average, Albania, ALB
21.359266, 2020-2039, giss_e2_h, Jul Average, Albania, ALB
21.896505, 2020-2039, giss_e2_h, Aug Average, Albania, ALB
20.283861, 2020-2039, giss_e2_h, Sep Average, Albania, ALB
17.431595, 2020-2039, giss_e2_h, Oct Average, Albania, ALB
14.454703, 2020-2039, giss_e2_h, Nov Average, Albania, ALB
11.609348, 2020-2039, giss_e2_h, Dec Average, Albania, ALB
10.016101, 2020-2039, giss_e2_r, Jan Average, Albania, ALB
10.118405, 2020-2039, giss_e2_r, Feb Average, Albania, ALB
11.464584, 2020-2039, giss_e2_r, Mar Average, Albania, ALB
13.885122, 2020-2039, giss_e2_r, Apr Average, Albania, ALB
17.393927, 2020-2039, giss_e2_r, May Average, Albania, ALB
20.22469, 2020-2039, giss_e2_r, Jun Average, Albania, ALB
22.77467, 2020-2039, giss_e2_r, Jul Average, Albania, ALB
23.078693, 2020-2039, giss_e2_r, Aug Average, Albania, ALB
20.556805, 2020-2039, giss_e2_r, Sep Average, Albania, ALB
17.258678, 2020-2039, giss_e2_r, Oct Average, Albania, ALB
13.421748, 2020-2039, giss_e2_r, Nov Average, Albania, ALB
11.256384, 2020-2039, giss_e2_r, Dec Average, Albania, ALB
7.228793, 2020-2039, ipsl_cm5a_mr, Jan Average, Albania, ALB
7.5710764, 2020-2039, ipsl_cm5a_mr, Feb Average, Albania, ALB
9.385253, 2020-2039, ipsl_cm5a_mr, Mar Average, Albania, ALB
11.907548, 2020-2039, ipsl_cm5a_mr, Apr Average, Albania, ALB
15.998583, 2020-2039, ipsl_cm5a_mr, May Average, Albania, ALB
21.925516, 2020-2039, ipsl_cm5a_mr, Jun Average, Albania, ALB
24.760769, 2020-2039, ipsl_cm5a_mr, Jul Average, Albania, ALB
25.148071, 2020-2039, ipsl_cm5a_mr, Aug Average, Albania, ALB
21.070415, 2020-2039, ipsl_cm5a_mr, Sep Average, Albania, ALB
15.426418, 2020-2039, ipsl_cm5a_mr, Oct Average, Albania, ALB
10.760352, 2020-2039, ipsl_cm5a_mr, Nov Average, Albania, ALB
7.7170076, 2020-2039, ipsl_cm5a_mr, Dec Average, Albania, ALB
9.269642, 2020-2039, miroc_esm, Jan Average, Albania, ALB
10.007104, 2020-2039, miroc_esm, Feb Average, Albania, ALB
12.155738, 2020-2039, miroc_esm, Mar Average, Albania, ALB
15.595305, 2020-2039, miroc_esm, Apr Average, Albania, ALB
20.571198, 2020-2039, miroc_esm, May Average, Albania, ALB
25.524178, 2020-2039, miroc_esm, Jun Average, Albania, ALB
29.026321, 2020-2039, miroc_esm, Jul Average, Albania, ALB
28.511442, 2020-2039, miroc_esm, Aug Average, Albania, ALB
23.282948, 2020-2039, miroc_esm, Sep Average, Albania, ALB
18.295366, 2020-2039, miroc_esm, Oct Average, Albania, ALB
14.479268, 2020-2039, miroc_esm, Nov Average, Albania, ALB
11.200813, 2020-2039, miroc_esm, Dec Average, Albania, ALB
9.8078, 2020-2039, miroc_esm_chem, Jan Average, Albania, ALB
10.238261, 2020-2039, miroc_esm_chem, Feb Average, Albania, ALB
12.206564, 2020-2039, miroc_esm_chem, Mar Average, Albania, ALB
16.108854, 2020-2039, miroc_esm_chem, Apr Average, Albania, ALB
20.092615, 2020-2039, miroc_esm_chem, May Average, Albania, ALB
25.81759, 2020-2039, miroc_esm_chem, Jun Average, Albania, ALB
29.110464, 2020-2039, miroc_esm_chem, Jul Average, Albania, ALB
29.058315, 2020-2039, miroc_esm_chem, Aug Average, Albania, ALB
23.981747, 2020-2039, miroc_esm_chem, Sep Average, Albania, ALB
18.726828, 2020-2039, miroc_esm_chem, Oct Average, Albania, ALB
13.875539, 2020-2039, miroc_esm_chem, Nov Average, Albania, ALB
11.013864, 2020-2039, miroc_esm_chem, Dec Average, Albania, ALB
9.471048, 2020-2039, miroc5, Jan Average, Albania, ALB
9.296845, 2020-2039, miroc5, Feb Average, Albania, ALB
11.514879, 2020-2039, miroc5, Mar Average, Albania, ALB
14.962864, 2020-2039, miroc5, Apr Average, Albania, ALB
19.914942, 2020-2039, miroc5, May Average, Albania, ALB
24.864271, 2020-2039, miroc5, Jun Average, Albania, ALB
28.47407, 2020-2039, miroc5, Jul Average, Albania, ALB
28.05817, 2020-2039, miroc5, Aug Average, Albania, ALB
23.756954, 2020-2039, miroc5, Sep Average, Albania, ALB
19.156502, 2020-2039, miroc5, Oct Average, Albania, ALB
15.179491, 2020-2039, miroc5, Nov Average, Albania, ALB
11.419462, 2020-2039, miroc5, Dec Average, Albania, ALB
7.817135, 2020-2039, mri_cgcm3, Jan Average, Albania, ALB
8.4936695, 2020-2039, mri_cgcm3, Feb Average, Albania, ALB
9.992419, 2020-2039, mri_cgcm3, Mar Average, Albania, ALB
12.603253, 2020-2039, mri_cgcm3, Apr Average, Albania, ALB
16.245327, 2020-2039, mri_cgcm3, May Average, Albania, ALB
20.351616, 2020-2039, mri_cgcm3, Jun Average, Albania, ALB
23.556267, 2020-2039, mri_cgcm3, Jul Average, Albania, ALB
23.120523, 2020-2039, mri_cgcm3, Aug Average, Albania, ALB
19.800236, 2020-2039, mri_cgcm3, Sep Average, Albania, ALB
15.615174, 2020-2039, mri_cgcm3, Oct Average, Albania, ALB
11.654284, 2020-2039, mri_cgcm3, Nov Average, Albania, ALB
9.578618, 2020-2039, mri_cgcm3, Dec Average, Albania, ALB
9.279205, 2020-2039, noresm1_m, Jan Average, Albania, ALB
9.877252, 2020-2039, noresm1_m, Feb Average, Albania, ALB
11.475763, 2020-2039, noresm1_m, Mar Average, Albania, ALB
13.697725, 2020-2039, noresm1_m, Apr Average, Albania, ALB
17.133324, 2020-2039, noresm1_m, May Average, Albania, ALB
21.894382, 2020-2039, noresm1_m, Jun Average, Albania, ALB
26.168324, 2020-2039, noresm1_m, Jul Average, Albania, ALB
26.712875, 2020-2039, noresm1_m, Aug Average, Albania, ALB
21.517473, 2020-2039, noresm1_m, Sep Average, Albania, ALB
16.036919, 2020-2039, noresm1_m, Oct Average, Albania, ALB
12.243652, 2020-2039, noresm1_m, Nov Average, Albania, ALB
10.83096, 2020-2039, noresm1_m, Dec Average, Albania, ALB
