

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Mongolia",496,"Dependency ratio",4192,2017,0.0,"E","","0"
"Morocco",504,"Total internal renewable water resources (IRWR)",4157,2017,29.0,"E","","0"
"Morocco",504,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Morocco",504,"Total renewable water resources",4188,2017,29.0,"E","","0"
"Morocco",504,"Dependency ratio",4192,2017,0.0,"E","","0"
"Morocco",504,"Total exploitable water resources",4196,2017,20.0,"E","","0"
"Mozambique",508,"Total internal renewable water resources (IRWR)",4157,2017,100.3,"E","","0"
"Mozambique",508,"Water resources: total external renewable",4182,2017,116.8,"E","","0"
"Mozambique",508,"Total renewable water resources",4188,2017,217.1,"E","","0"
"Mozambique",508,"Dependency ratio",4192,2017,53.8000921234,"E","","0"
"Myanmar",104,"Total internal renewable water resources (IRWR)",4157,2017,1002.8,"E","","0"
"Myanmar",104,"Water resources: total external renewable",4182,2017,165.0,"E","","0"
"Myanmar",104,"Total renewable water resources",4188,2017,1167.8,"E","","0"
"Myanmar",104,"Dependency ratio",4192,2017,14.1291317006,"E","","0"
"Namibia",516,"Total internal renewable water resources (IRWR)",4157,2017,6.16,"E","","0"
"Namibia",516,"Water resources: total external renewable",4182,2017,33.75,"E","","0"
"Namibia",516,"Total renewable water resources",4188,2017,39.91,"E","","0"
"Namibia",516,"Dependency ratio",4192,2017,84.5652718617,"E","","0"
"Namibia",516,"Total exploitable water resources",4196,2017,0.65,"E","","0"
"Nauru",520,"Total internal renewable water resources (IRWR)",4157,2017,0.01,"E","","0"
"Nauru",520,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Nauru",520,"Total renewable water resources",4188,2017,0.01,"E","","0"
"Nauru",520,"Dependency ratio",4192,2017,0.0,"","","6433"
"Nepal",524,"Total internal renewable water resources (IRWR)",4157,2017,198.2,"E","","0"
"Nepal",524,"Water resources: total external renewable",4182,2017,12.0,"E","","0"
"Nepal",524,"Total renewable water resources",4188,2017,210.2,"E","","0"
"Nepal",524,"Dependency ratio",4192,2017,5.7088487155,"E","","0"
"Netherlands",528,"Total internal renewable water resources (IRWR)",4157,2017,11.0,"E","","0"
"Netherlands",528,"Water resources: total external renewable",4182,2017,80.0,"E","","0"
"Netherlands",528,"Total renewable water resources",4188,2017,91.0,"E","","0"
"Netherlands",528,"Dependency ratio",4192,2017,87.9120879121,"E","","0"
"Netherlands",528,"Total exploitable water resources",4196,2017,1.9,"E","","0"
"New Zealand",554,"Total internal renewable water resources (IRWR)",4157,2017,327.0,"","","6433"
"New Zealand",554,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"New Zealand",554,"Total renewable water resources",4188,2017,327.0,"","","6433"
"New Zealand",554,"Dependency ratio",4192,2017,0.0,"E","","0"
"Nicaragua",558,"Total internal renewable water resources (IRWR)",4157,2017,156.21,"E","","0"
"Nicaragua",558,"Water resources: total external renewable",4182,2017,8.31,"E","","0"
"Nicaragua",558,"Total renewable water resources",4188,2017,164.52,"E","","0"
"Nicaragua",558,"Dependency ratio",4192,2017,5.0510576222,"E","","0"
"Niger",562,"Total internal renewable water resources (IRWR)",4157,2017,3.5,"E","","0"
"Niger",562,"Water resources: total external renewable",4182,2017,30.55,"E","","0"
"Niger",562,"Total renewable water resources",4188,2017,34.05,"E","","0"
"Niger",562,"Dependency ratio",4192,2017,89.7209985316,"E","","0"
"Niger",562,"Total exploitable water resources",4196,2017,5.0,"","","0"
"Nigeria",566,"Total internal renewable water resources (IRWR)",4157,2017,221.0,"E","","0"
"Nigeria",566,"Water resources: total external renewable",4182,2017,65.2,"E","","0"
"Nigeria",566,"Total renewable water resources",4188,2017,286.2,"E","","0"
"Nigeria",566,"Dependency ratio",4192,2017,22.7812718379,"E","","0"
"Nigeria",566,"Total exploitable water resources",4196,2017,59.51,"E","","0"
"Niue",570,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Niue",570,"Total renewable water resources",4188,2017,0.0,"E","","0"
"Niue",570,"Dependency ratio",4192,2017,0.0,"","","6433"
"North Macedonia",807,"Total internal renewable water resources (IRWR)",4157,2017,5.4,"","","6433"
"North Macedonia",807,"Water resources: total external renewable",4182,2017,1.0,"E","","0"
"North Macedonia",807,"Total renewable water resources",4188,2017,6.4,"","","6433"
"North Macedonia",807,"Dependency ratio",4192,2017,15.625,"E","","0"
"North Macedonia",807,"Total exploitable water resources",4196,2017,3.0,"","","0"
"Norway",578,"Total internal renewable water resources (IRWR)",4157,2017,382.0,"E","","0"
"Norway",578,"Water resources: total external renewable",4182,2017,11.0,"E","","0"
"Norway",578,"Total renewable water resources",4188,2017,393.0,"E","","0"
"Norway",578,"Dependency ratio",4192,2017,2.7989821883,"E","","0"
"Norway",578,"Total exploitable water resources",4196,2017,275.0,"E","","0"
"Oman",512,"Total internal renewable water resources (IRWR)",4157,2017,1.4,"E","","0"
"Oman",512,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Oman",512,"Total renewable water resources",4188,2017,1.4,"E","","0"
"Oman",512,"Dependency ratio",4192,2017,0.0,"E","","0"
"Oman",512,"Total exploitable water resources",4196,2017,0.0,"E","","0"
"Pakistan",586,"Total internal renewable water resources (IRWR)",4157,2017,55.0,"E","","0"
"Pakistan",586,"Water resources: total external renewable",4182,2017,191.8,"E","","0"
"Pakistan",586,"Total renewable water resources",4188,2017,246.8,"E","","0"
"Pakistan",586,"Dependency ratio",4192,2017,77.7147487844,"E","","0"
"Palau",585,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Palau",585,"Total renewable water resources",4188,2017,0.0,"E","","0"
"Palau",585,"Dependency ratio",4192,2017,0.0,"","","6433"
"Palestine",275,"Total internal renewable water resources (IRWR)",4157,2017,0.812,"E","","0"
"Palestine",275,"Water resources: total external renewable",4182,2017,0.025,"E","","0"
"Palestine",275,"Total renewable water resources",4188,2017,0.837,"E","","0"
"Palestine",275,"Dependency ratio",4192,2017,2.9868578256,"E","","0"
"Palestine",275,"Total exploitable water resources",4196,2017,0.715,"E","","0"
"Panama",591,"Total internal renewable water resources (IRWR)",4157,2017,136.6,"E","","0"
"Panama",591,"Water resources: total external renewable",4182,2017,2.704,"E","","0"
"Panama",591,"Total renewable water resources",4188,2017,139.304,"E","","0"
"Panama",591,"Dependency ratio",4192,2017,1.9410785046,"E","","0"
"Papua New Guinea",598,"Total internal renewable water resources (IRWR)",4157,2017,801.0,"E","","0"
"Papua New Guinea",598,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Papua New Guinea",598,"Total renewable water resources",4188,2017,801.0,"E","","0"
"Papua New Guinea",598,"Dependency ratio",4192,2017,0.0,"E","","0"
"Paraguay",600,"Total internal renewable water resources (IRWR)",4157,2017,117.0,"E","","0"
"Paraguay",600,"Water resources: total external renewable",4182,2017,270.77,"E","","0"
"Paraguay",600,"Total renewable water resources",4188,2017,387.77,"E","","0"
"Paraguay",600,"Dependency ratio",4192,2017,69.8274750496,"E","","0"
"Peru",604,"Total internal renewable water resources (IRWR)",4157,2017,1641.0,"E","","0"
"Peru",604,"Water resources: total external renewable",4182,2017,238.8,"E","","0"
"Peru",604,"Total renewable water resources",4188,2017,1879.8,"E","","0"
"Peru",604,"Dependency ratio",4192,2017,12.7034790935,"E","","0"
"Philippines",608,"Total internal renewable water resources (IRWR)",4157,2017,479.0,"E","","0"
"Philippines",608,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Philippines",608,"Total renewable water resources",4188,2017,479.0,"E","","0"
"Philippines",608,"Dependency ratio",4192,2017,0.0,"E","","0"
"Philippines",608,"Total exploitable water resources",4196,2017,146.0,"I","","0"
"Poland",616,"Total internal renewable water resources (IRWR)",4157,2017,53.6,"E","","0"
"Poland",616,"Water resources: total external renewable",4182,2017,6.9,"E","","0"
"Poland",616,"Total renewable water resources",4188,2017,60.5,"E","","0"
"Poland",616,"Dependency ratio",4192,2017,11.4049586777,"E","","0"
"Poland",616,"Total exploitable water resources",4196,2017,33.0,"","","0"
"Portugal",620,"Total internal renewable water resources (IRWR)",4157,2017,38.0,"E","","0"
"Portugal",620,"Water resources: total external renewable",4182,2017,39.4,"E","","0"
"Portugal",620,"Total renewable water resources",4188,2017,77.4,"E","","0"
"Portugal",620,"Dependency ratio",4192,2017,50.9043927649,"E","","0"
"Portugal",620,"Total exploitable water resources",4196,2017,13.0,"E","","0"
"Puerto Rico",630,"Total internal renewable water resources (IRWR)",4157,2017,7.1,"","","6433"
"Puerto Rico",630,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Puerto Rico",630,"Total renewable water resources",4188,2017,7.1,"","","6433"
"Puerto Rico",630,"Dependency ratio",4192,2017,0.0,"E","","0"
"Qatar",634,"Total internal renewable water resources (IRWR)",4157,2017,0.056,"E","","0"
"Qatar",634,"Water resources: total external renewable",4182,2017,0.002,"E","","0"
"Qatar",634,"Total renewable water resources",4188,2017,0.058,"E","","0"
"Qatar",634,"Dependency ratio",4192,2017,3.4482758621,"E","","0"
"Republic of Korea",410,"Total internal renewable water resources (IRWR)",4157,2017,64.85,"E","","0"
"Republic of Korea",410,"Water resources: total external renewable",4182,2017,4.85,"E","","0"
"Republic of Korea",410,"Total renewable water resources",4188,2017,69.7,"E","","0"
"Republic of Korea",410,"Dependency ratio",4192,2017,6.9583931133,"E","","0"
"Republic of Moldova",498,"Total internal renewable water resources (IRWR)",4157,2017,1.62,"E","","0"
"Republic of Moldova",498,"Water resources: total external renewable",4182,2017,10.65,"E","","0"
"Republic of Moldova",498,"Total renewable water resources",4188,2017,12.27,"E","","0"
"Republic of Moldova",498,"Dependency ratio",4192,2017,86.7970660147,"E","","0"
"Romania",642,"Total internal renewable water resources (IRWR)",4157,2017,42.38,"E","","0"
"Romania",642,"Water resources: total external renewable",4182,2017,169.63,"E","","0"
"Romania",642,"Total renewable water resources",4188,2017,212.01,"E","","0"
"Romania",642,"Dependency ratio",4192,2017,80.010376869,"E","","0"
"Romania",642,"Total exploitable water resources",4196,2017,123.0,"E","","0"
"Russian Federation",643,"Total internal renewable water resources (IRWR)",4157,2017,4312.0,"E","","0"
"Russian Federation",643,"Water resources: total external renewable",4182,2017,213.445,"E","","0"
"Russian Federation",643,"Total renewable water resources",4188,2017,4525.445,"E","","0"
"Russian Federation",643,"Dependency ratio",4192,2017,4.7165527368,"E","","0"
"Rwanda",646,"Total internal renewable water resources (IRWR)",4157,2017,9.5,"E","","0"
"Rwanda",646,"Water resources: total external renewable",4182,2017,3.8,"E","","0"
"Rwanda",646,"Total renewable water resources",4188,2017,13.3,"E","","0"
"Rwanda",646,"Dependency ratio",4192,2017,28.5714285714,"E","","0"
"Saint Kitts and Nevis",659,"Total internal renewable water resources (IRWR)",4157,2017,0.024,"E","","0"
"Saint Kitts and Nevis",659,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Saint Kitts and Nevis",659,"Total renewable water resources",4188,2017,0.024,"E","","0"
"Saint Kitts and Nevis",659,"Dependency ratio",4192,2017,0.0,"E","","0"
"Saint Lucia",662,"Total internal renewable water resources (IRWR)",4157,2017,0.3,"E","","6433"
"Saint Lucia",662,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Saint Lucia",662,"Total renewable water resources",4188,2017,0.3,"E","","6433"
"Saint Lucia",662,"Dependency ratio",4192,2017,0.0,"","","6433"
"Saint Vincent and the Grenadines",670,"Total internal renewable water resources (IRWR)",4157,2017,0.1,"E","","6433"
"Saint Vincent and the Grenadines",670,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Saint Vincent and the Grenadines",670,"Total renewable water resources",4188,2017,0.1,"E","","6433"
"Saint Vincent and the Grenadines",670,"Dependency ratio",4192,2017,0.0,"","","6433"
"Samoa",882,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Samoa",882,"Total renewable water resources",4188,2017,0.0,"E","","0"
"Samoa",882,"Dependency ratio",4192,2017,0.0,"","","6433"
"Sao Tome and Principe",678,"Total internal renewable water resources (IRWR)",4157,2017,2.18,"","","6433"
"Sao Tome and Principe",678,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Sao Tome and Principe",678,"Total renewable water resources",4188,2017,2.18,"","","6433"
"Sao Tome and Principe",678,"Dependency ratio",4192,2017,0.0,"E","","0"
"Saudi Arabia",682,"Total internal renewable water resources (IRWR)",4157,2017,2.4,"E","","0"
"Saudi Arabia",682,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Saudi Arabia",682,"Total renewable water resources",4188,2017,2.4,"E","","0"
"Saudi Arabia",682,"Dependency ratio",4192,2017,0.0,"E","","0"
"Senegal",686,"Total internal renewable water resources (IRWR)",4157,2017,25.8,"E","","0"
"Senegal",686,"Water resources: total external renewable",4182,2017,13.17,"E","","0"
"Senegal",686,"Total renewable water resources",4188,2017,38.97,"E","","0"
"Senegal",686,"Dependency ratio",4192,2017,33.7952270978,"E","","0"
"Serbia",688,"Total internal renewable water resources (IRWR)",4157,2017,8.407,"X","","6433"
"Serbia",688,"Total renewable water resources",4188,2017,162.2,"X","","6433"
"Seychelles",690,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Seychelles",690,"Total renewable water resources",4188,2017,0.0,"E","","0"
"Seychelles",690,"Dependency ratio",4192,2017,0.0,"","","6433"
"Seychelles",690,"Total exploitable water resources",4196,2002,,"","","0"
"Sierra Leone",694,"Total internal renewable water resources (IRWR)",4157,2017,160.0,"E","","0"
"Sierra Leone",694,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Sierra Leone",694,"Total renewable water resources",4188,2017,160.0,"E","","0"
"Sierra Leone",694,"Dependency ratio",4192,2017,0.0,"E","","0"
"Singapore",702,"Total internal renewable water resources (IRWR)",4157,2017,0.6,"","","6433"
"Singapore",702,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Singapore",702,"Total renewable water resources",4188,2017,0.6,"","","6433"
"Singapore",702,"Dependency ratio",4192,2017,0.0,"E","","0"
"Slovakia",703,"Total internal renewable water resources (IRWR)",4157,2017,12.6,"E","","0"
"Slovakia",703,"Water resources: total external renewable",4182,2017,37.5,"E","","0"
"Slovakia",703,"Total renewable water resources",4188,2017,50.1,"E","","0"
"Slovakia",703,"Dependency ratio",4192,2017,74.8502994012,"E","","0"
"Slovenia",705,"Total internal renewable water resources (IRWR)",4157,2017,18.67,"E","","0"
"Slovenia",705,"Water resources: total external renewable",4182,2017,13.2,"E","","0"
"Slovenia",705,"Total renewable water resources",4188,2017,31.87,"E","","0"
"Slovenia",705,"Dependency ratio",4192,2017,41.4182616881,"E","","0"
"Solomon Islands",90,"Total internal renewable water resources (IRWR)",4157,2017,44.7,"E","","0"
"Solomon Islands",90,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Solomon Islands",90,"Total renewable water resources",4188,2017,44.7,"E","","0"
"Solomon Islands",90,"Dependency ratio",4192,2017,0.0,"E","","0"
"Somalia",706,"Total internal renewable water resources (IRWR)",4157,2017,6.0,"E","","0"
"Somalia",706,"Water resources: total external renewable",4182,2017,8.7,"E","","0"
"Somalia",706,"Total renewable water resources",4188,2017,14.7,"E","","0"
"Somalia",706,"Dependency ratio",4192,2017,59.1836734694,"E","","0"
"Somalia",706,"Total exploitable water resources",4196,2017,0.6,"E","","0"
"South Africa",710,"Total internal renewable water resources (IRWR)",4157,2017,44.8,"E","","0"
"South Africa",710,"Water resources: total external renewable",4182,2017,6.55,"E","","0"
"South Africa",710,"Total renewable water resources",4188,2017,51.35,"E","","0"
"South Africa",710,"Dependency ratio",4192,2017,12.8404669261,"E","","0"
"South Africa",710,"Total exploitable water resources",4196,2017,11.972,"E","","0"
"South Sudan",728,"Total internal renewable water resources (IRWR)",4157,2017,26.0,"E","","0"
"South Sudan",728,"Water resources: total external renewable",4182,2017,23.5,"E","","0"
"South Sudan",728,"Total renewable water resources",4188,2017,49.5,"E","","0"
"South Sudan",728,"Dependency ratio",4192,2017,65.7894736842,"E","","0"
"Spain",724,"Total internal renewable water resources (IRWR)",4157,2017,111.2,"E","","0"
"Spain",724,"Water resources: total external renewable",4182,2017,0.3,"E","","0"
"Spain",724,"Total renewable water resources",4188,2017,111.5,"E","","0"
"Spain",724,"Dependency ratio",4192,2017,0.269058296,"E","","0"
"Spain",724,"Total exploitable water resources",4196,2017,46.3,"E","","0"
"Sri Lanka",144,"Total internal renewable water resources (IRWR)",4157,2017,52.8,"E","","0"
"Sri Lanka",144,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Sri Lanka",144,"Total renewable water resources",4188,2017,52.8,"E","","0"
"Sri Lanka",144,"Dependency ratio",4192,2017,0.0,"E","","0"
"Sudan",729,"Total internal renewable water resources (IRWR)",4157,2017,4.0,"E","","0"
"Sudan",729,"Water resources: total external renewable",4182,2017,33.8,"E","","0"
"Sudan",729,"Total renewable water resources",4188,2017,37.8,"E","","0"
"Sudan",729,"Dependency ratio",4192,2017,96.1277831559,"E","","0"
"Suriname",740,"Total internal renewable water resources (IRWR)",4157,2017,99.0,"E","","0"
"Suriname",740,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Suriname",740,"Total renewable water resources",4188,2017,99.0,"E","","0"
"Suriname",740,"Dependency ratio",4192,2017,0.0,"E","","0"
"Sweden",752,"Total internal renewable water resources (IRWR)",4157,2017,171.0,"E","","0"
"Sweden",752,"Water resources: total external renewable",4182,2017,3.0,"E","","0"
"Sweden",752,"Total renewable water resources",4188,2017,174.0,"E","","0"
"Sweden",752,"Dependency ratio",4192,2017,1.724137931,"E","","0"
"Sweden",752,"Total exploitable water resources",4196,2017,3.0,"E","","0"
"Switzerland",756,"Total internal renewable water resources (IRWR)",4157,2017,40.4,"E","","0"
"Switzerland",756,"Water resources: total external renewable",4182,2017,13.1,"E","","0"
"Switzerland",756,"Total renewable water resources",4188,2017,53.5,"E","","0"
"Switzerland",756,"Dependency ratio",4192,2017,24.4859813084,"E","","0"
"Switzerland",756,"Total exploitable water resources",4196,2017,50.0,"","","0"
"Syrian Arab Republic",760,"Total internal renewable water resources (IRWR)",4157,2017,7.132,"E","","0"
"Syrian Arab Republic",760,"Water resources: total external renewable",4182,2017,9.67,"E","","0"
"Syrian Arab Republic",760,"Total renewable water resources",4188,2017,16.802,"E","","0"
"Syrian Arab Republic",760,"Dependency ratio",4192,2017,72.3587318812,"E","","0"
"Syrian Arab Republic",760,"Total exploitable water resources",4196,2017,20.6,"E","","0"
"Tajikistan",762,"Total internal renewable water resources (IRWR)",4157,2017,63.46,"E","","0"
"Tajikistan",762,"Water resources: total external renewable",4182,2017,-41.55,"E","","0"
"Tajikistan",762,"Total renewable water resources",4188,2017,21.91,"E","","0"
"Tajikistan",762,"Dependency ratio",4192,2017,17.3375016282,"E","","0"
"Thailand",764,"Total internal renewable water resources (IRWR)",4157,2017,224.51,"E","","0"
"Thailand",764,"Water resources: total external renewable",4182,2017,214.1,"E","","0"
"Thailand",764,"Total renewable water resources",4188,2017,438.61,"E","","0"
"Thailand",764,"Dependency ratio",4192,2017,48.8132965505,"E","","0"
"Thailand",764,"Total exploitable water resources",4196,2017,125.98,"E","","0"
"Timor-Leste",626,"Total internal renewable water resources (IRWR)",4157,2017,8.215,"E","","0"
"Timor-Leste",626,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Timor-Leste",626,"Total renewable water resources",4188,2017,8.215,"E","","0"
"Timor-Leste",626,"Dependency ratio",4192,2017,0.0,"E","","0"
"Timor-Leste",626,"Total exploitable water resources",4196,2017,0.266,"E","","0"
"Togo",768,"Total internal renewable water resources (IRWR)",4157,2017,11.5,"E","","0"
"Togo",768,"Water resources: total external renewable",4182,2017,3.2,"E","","0"
"Togo",768,"Total renewable water resources",4188,2017,14.7,"E","","0"
"Togo",768,"Dependency ratio",4192,2017,21.768707483,"E","","0"
"Tokelau",772,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Tokelau",772,"Total renewable water resources",4188,2017,0.0,"E","","0"
"Tokelau",772,"Dependency ratio",4192,2017,0.0,"","","6433"
"Tonga",776,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Tonga",776,"Total renewable water resources",4188,2017,0.0,"E","","0"
"Tonga",776,"Dependency ratio",4192,2017,0.0,"","","6433"
"Trinidad and Tobago",780,"Total internal renewable water resources (IRWR)",4157,2017,3.84,"E","","0"
"Trinidad and Tobago",780,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Trinidad and Tobago",780,"Total renewable water resources",4188,2017,3.84,"E","","0"
"Trinidad and Tobago",780,"Dependency ratio",4192,2017,0.0,"E","","0"
"Tunisia",788,"Total internal renewable water resources (IRWR)",4157,2017,4.195,"E","","0"
"Tunisia",788,"Water resources: total external renewable",4182,2017,0.42,"E","","0"
"Tunisia",788,"Total renewable water resources",4188,2017,4.615,"E","","0"
"Tunisia",788,"Dependency ratio",4192,2017,9.1007583965,"E","","0"
"Tunisia",788,"Total exploitable water resources",4196,2017,3.625,"E","","0"
"Turkey",792,"Total internal renewable water resources (IRWR)",4157,2017,227.0,"E","","0"
"Turkey",792,"Water resources: total external renewable",4182,2017,-15.4,"E","","0"
"Turkey",792,"Total renewable water resources",4188,2017,211.6,"E","","0"
"Turkey",792,"Dependency ratio",4192,2017,1.5184381779,"E","","0"
"Turkey",792,"Total exploitable water resources",4196,2017,112.0,"E","","0"
"Turkmenistan",795,"Total internal renewable water resources (IRWR)",4157,2017,1.405,"E","","0"
"Turkmenistan",795,"Water resources: total external renewable",4182,2017,23.36,"E","","0"
"Turkmenistan",795,"Total renewable water resources",4188,2017,24.765,"E","","0"
"Turkmenistan",795,"Dependency ratio",4192,2017,96.9956163798,"E","","0"
"Tuvalu",798,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Tuvalu",798,"Total renewable water resources",4188,2017,0.0,"E","","0"
"Tuvalu",798,"Dependency ratio",4192,2017,0.0,"","","6433"
"Uganda",800,"Total internal renewable water resources (IRWR)",4157,2017,39.0,"E","","0"
"Uganda",800,"Water resources: total external renewable",4182,2017,21.1,"E","","0"
"Uganda",800,"Total renewable water resources",4188,2017,60.1,"E","","0"
"Uganda",800,"Dependency ratio",4192,2017,35.1081530782,"E","","0"
"Ukraine",804,"Total internal renewable water resources (IRWR)",4157,2017,55.1,"E","","0"
"Ukraine",804,"Water resources: total external renewable",4182,2017,120.18,"E","","0"
"Ukraine",804,"Total renewable water resources",4188,2017,175.28,"E","","0"
"Ukraine",804,"Dependency ratio",4192,2017,68.5645823825,"E","","0"
"United Arab Emirates",784,"Total internal renewable water resources (IRWR)",4157,2017,0.15,"E","","0"
"United Arab Emirates",784,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"United Arab Emirates",784,"Total renewable water resources",4188,2017,0.15,"E","","0"
"United Arab Emirates",784,"Dependency ratio",4192,2017,0.0,"E","","0"
"United Kingdom",826,"Total internal renewable water resources (IRWR)",4157,2017,145.0,"E","","0"
"United Kingdom",826,"Water resources: total external renewable",4182,2017,2.0,"E","","0"
"United Kingdom",826,"Total renewable water resources",4188,2017,147.0,"E","","0"
"United Kingdom",826,"Dependency ratio",4192,2017,1.3605442177,"E","","0"
"United Kingdom",826,"Total exploitable water resources",4196,2017,7.0,"E","","0"
"United Republic of Tanzania",834,"Total internal renewable water resources (IRWR)",4157,2017,84.0,"E","","0"
"United Republic of Tanzania",834,"Water resources: total external renewable",4182,2017,12.27,"E","","0"
"United Republic of Tanzania",834,"Total renewable water resources",4188,2017,96.27,"E","","0"
"United Republic of Tanzania",834,"Dependency ratio",4192,2017,12.7454035525,"E","","0"
"United States of America",840,"Total internal renewable water resources (IRWR)",4157,2017,2818.0,"E","","0"
"United States of America",840,"Water resources: total external renewable",4182,2017,251.0,"E","","0"
"United States of America",840,"Total renewable water resources",4188,2017,3069.0,"E","","0"
"United States of America",840,"Dependency ratio",4192,2017,8.1785597915,"E","","0"
"United States of America",840,"Total exploitable water resources",4196,2017,1829.0,"E","","0"
"Uruguay",858,"Total internal renewable water resources (IRWR)",4157,2017,92.2,"E","","0"
"Uruguay",858,"Water resources: total external renewable",4182,2017,80.0,"E","","0"
"Uruguay",858,"Total renewable water resources",4188,2017,172.2,"E","","0"
"Uruguay",858,"Dependency ratio",4192,2017,46.4576074332,"E","","0"
"Uzbekistan",860,"Total internal renewable water resources (IRWR)",4157,2017,16.34,"E","","0"
"Uzbekistan",860,"Water resources: total external renewable",4182,2017,32.53,"E","","0"
"Uzbekistan",860,"Total renewable water resources",4188,2017,48.87,"E","","0"
"Uzbekistan",860,"Dependency ratio",4192,2017,80.0707403342,"E","","0"
"Vanuatu",548,"Total internal renewable water resources (IRWR)",4157,2017,10.0,"E","","0"
"Vanuatu",548,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Vanuatu",548,"Total renewable water resources",4188,2017,10.0,"E","","0"
"Vanuatu",548,"Dependency ratio",4192,2017,0.0,"","","6433"
"Venezuela (Bolivarian Republic of)",862,"Total internal renewable water resources (IRWR)",4157,2017,805.0,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"Water resources: total external renewable",4182,2017,520.0,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"Total renewable water resources",4188,2017,1325.0,"E","","0"
"Venezuela (Bolivarian Republic of)",862,"Dependency ratio",4192,2017,39.2452830189,"E","","0"
"Viet Nam",704,"Total internal renewable water resources (IRWR)",4157,2017,359.42,"E","","0"
"Viet Nam",704,"Water resources: total external renewable",4182,2017,524.7,"E","","0"
"Viet Nam",704,"Total renewable water resources",4188,2017,884.12,"E","","0"
"Viet Nam",704,"Dependency ratio",4192,2017,59.347147446,"E","","0"
"Viet Nam",704,"Total exploitable water resources",4196,2017,371.9,"","","0"
"Yemen",887,"Total internal renewable water resources (IRWR)",4157,2017,2.1,"E","","0"
"Yemen",887,"Water resources: total external renewable",4182,2017,0.0,"E","","0"
"Yemen",887,"Total renewable water resources",4188,2017,2.1,"E","","0"
"Yemen",887,"Dependency ratio",4192,2017,0.0,"E","","0"
"Zambia",894,"Total internal renewable water resources (IRWR)",4157,2017,80.2,"E","","0"
"Zambia",894,"Water resources: total external renewable",4182,2017,24.6,"E","","0"
"Zambia",894,"Total renewable water resources",4188,2017,104.8,"E","","0"
"Zambia",894,"Dependency ratio",4192,2017,23.4732824427,"E","","0"
"Zimbabwe",716,"Total internal renewable water resources (IRWR)",4157,2017,12.26,"E","","0"
"Zimbabwe",716,"Water resources: total external renewable",4182,2017,7.74,"E","","0"
"Zimbabwe",716,"Total renewable water resources",4188,2017,20.0,"E","","0"
"Zimbabwe",716,"Dependency ratio",4192,2017,38.7,"E","","0"
"Zimbabwe",716,"Total exploitable water resources",4196,2017,1.5,"E","","0"
""

-- Coverage
-- Computation information
-- General
-- Accuracy
(c)  FAO of the UN
The information contained in AQUASTAT is provided free of charge to all users. Recommended citation:<br/>
FAO [Year of publication].AQUASTAT Database. AQUASTAT&nbsp;<a href=""http://www.fao.org/nr/water/aquastat/data/query/index.html?lang=en"" target=""_blank"">Website</a>&nbsp;accessed on&nbsp;[20/04/2021 9:2]
 
